School Code,School Name,School Type,Town,State,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil
4100205,Excel Academy Charter School,Charter School,East Boston,MA,"05,06,07,08,09,10",Excel Academy Charter (District),4100000,0,0,0,0,0,0,168,171,174,165,173,106,0,0,0,61.4,15.0,19.1,62.9,41.4,7.3,1.5,79.2,10.1,1.3,0.3,0.3,49.4,50.6,25.7,791.0,,,,,,,,,
6620020,Farmington River Elementary,Public School,Otis,MA,"PK,K,01,02,03,04,05,06",Farmington River Reg,6620000,20,14,12,13,16,16,12,11,0,0,0,0,0,0,0,0.0,0.0,16.7,43.0,33.3,0.0,0.0,0.9,98.2,0.0,0.0,0.9,52.6,47.4,14.6,128.0,760164.0,51018.0,15.0,3457233.84,124.6,27746.66,4882195.6,285.6,17094.52
4130505,Four Rivers Charter Public School,Charter School,Greenfield,MA,"07,08,09,10,11,12",Four Rivers Charter Public (District),4130000,0,0,0,0,0,0,0,0,36,37,38,38,37,34,0,2.7,0.5,14.5,40.0,29.5,0.5,2.7,7.3,85.0,0.0,0.0,4.5,47.3,52.7,13.7,220.0,,,,,,,,,
4460550,Foxborough Regional Charter School,Charter School,Foxborough,MA,"K,01,02,03,04,05,06,07,08,09,10,11,12",Foxborough Regional Charter (District),4460000,0,100,114,113,115,112,110,110,112,110,77,68,61,59,0,20.3,11.7,9.0,32.8,17.0,36.6,10.0,4.4,42.9,0.1,0.1,5.9,47.4,52.6,22.2,1281.0,,,,,,,,,
1000035,Barbieri Elementary,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,114,119,117,115,124,103,0,0,0,0,0,0,0,0,54.8,33.5,20.1,65.8,43.5,3.3,0.6,69.4,23.6,0.1,0.0,3.0,46.2,53.8,18.3,695.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000006,Brophy,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,59,76,83,103,94,100,0,0,0,0,0,0,0,0,58.1,36.3,16.3,67.4,43.9,7.6,4.5,53.4,32.4,0.0,0.0,2.1,48.9,51.1,17.2,530.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000302,Cameron Middle School,Public School,Framingham,MA,"06,07,08",Framingham,1000000,0,0,0,0,0,0,0,182,178,186,0,0,0,0,0,52.4,8.4,27.8,58.1,37.9,7.1,2.0,18.3,69.2,0.2,0.0,3.1,50.2,49.8,16.4,543.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000007,Charlotte A Dunning,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,64,72,72,97,87,87,0,0,0,0,0,0,0,0,35.5,14.8,19.8,45.3,20.9,5.0,13.4,11.3,66.6,0.0,0.0,3.8,54.5,45.5,18.4,488.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000515,Framingham High School,Public School,Framingham,MA,"09,10,11,12",Framingham,1000000,0,0,0,0,0,0,0,0,0,0,536,547,509,510,0,40.1,11.0,14.9,39.9,22.7,6.9,6.1,22.0,62.0,0.1,0.0,2.7,51.4,48.6,17.0,2111.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000305,Fuller Middle,Public School,Framingham,MA,"06,07,08",Framingham,1000000,0,0,0,0,0,0,0,151,146,168,0,0,0,0,0,54.2,32.3,23.9,68.6,42.4,9.0,2.4,38.3,46.7,0.0,0.4,3.2,52.0,48.0,15.3,503.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000015,Hemenway,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,92,98,101,91,97,94,0,0,0,0,0,0,0,0,21.6,9.2,20.6,36.8,18.0,3.8,7.5,11.5,72.9,0.0,0.0,4.2,51.1,48.9,20.3,570.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000001,Juniper Hill School,Public School,Framingham,MA,PK,Framingham,1000000,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,6.4,33.3,44.9,23.9,7.3,6.0,23.9,57.3,0.0,0.0,5.6,53.0,47.0,6.2,287.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000005,King Elementary School,Public School,Framingham,MA,"K,01,02",Framingham,1000000,0,81,90,79,0,0,0,0,0,0,0,0,0,0,0,39.2,28.4,10.0,48.0,26.4,6.4,11.2,13.6,61.2,0.0,0.0,7.6,56.8,43.2,21.9,172.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000045,Mary E Stapleton Elementary,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,54,54,55,70,84,76,0,0,0,0,0,0,0,0,21.1,8.7,26.2,55.2,38.9,6.6,4.3,19.1,64.6,0.3,0.0,5.1,52.2,47.8,20.6,415.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000050,Miriam F McCarthy School,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,82,84,88,104,98,101,0,0,0,0,0,0,0,0,28.7,12.4,32.7,65.9,49.2,11.5,2.3,28.0,52.2,0.0,0.4,5.6,49.7,50.3,17.4,589.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000039,Potter Road,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,70,84,81,95,86,87,0,0,0,0,0,0,0,0,45.3,20.9,16.7,50.1,25.0,5.2,4.4,7.2,78.7,0.0,0.0,4.6,52.3,47.7,19.4,522.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000310,Walsh Middle,Public School,Framingham,MA,"06,07,08",Framingham,1000000,0,0,0,0,0,0,0,239,257,228,0,0,0,0,0,35.2,5.7,23.5,43.4,25.4,4.7,7.9,29.3,55.4,0.0,0.0,2.8,51.0,49.0,18.2,710.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
1000055,Woodrow Wilson,Public School,Framingham,MA,"K,01,02,03,04,05",Framingham,1000000,0,77,98,103,103,107,88,0,0,0,0,0,0,0,0,79.2,49.1,13.7,85.8,54.9,8.5,0.3,21.5,67.4,0.2,0.0,2.1,49.7,50.3,18.9,593.0,53707778.0,76040.0,706.0,135764396.0,8320.5,16316.86,156749571.0,8984.0,17447.64
4780505,Francis W. Parker Charter Essential School,Charter School,Devens,MA,"07,08,09,10,11,12",Francis W. Parker Charter Essential (District),4780000,0,0,0,0,0,0,0,0,69,64,63,64,73,62,0,1.0,0.0,15.9,19.7,5.3,0.5,1.5,2.8,91.6,0.0,0.0,3.5,45.6,54.2,17.7,401.0,,,,,,,,,
1010040,Annie Sullivan Middle School,Public School,Franklin,MA,"06,07,08",Franklin,1010000,0,0,0,0,0,0,0,158,154,152,0,0,0,0,0,3.7,0.9,17.0,22.8,7.5,0.6,3.7,1.7,92.9,0.0,0.4,0.6,52.8,47.2,19.3,449.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010035,Davis Thayer,Public School,Franklin,MA,"K,01,02,03,04,05",Franklin,1010000,0,44,32,40,46,44,66,0,0,0,0,0,0,0,0,7.0,4.8,15.4,30.5,17.3,1.5,1.5,4.8,90.4,0.4,0.4,1.1,53.3,46.7,18.9,268.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010003,Franklin Early Childhood Development Center,Public School,Franklin,MA,PK,Franklin,1010000,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,30.5,39.7,12.2,1.5,4.6,5.3,80.9,0.0,6.1,1.5,62.6,37.4,25.3,152.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010505,Franklin High,Public School,Franklin,MA,"09,10,11,12",Franklin,1010000,0,0,0,0,0,0,0,0,0,0,436,424,470,404,5,4.2,0.6,12.7,17.4,5.9,1.7,4.5,2.1,89.4,0.2,0.2,2.0,49.2,50.8,16.9,1727.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010012,Helen Keller Elementary,Public School,Franklin,MA,"K,01,02,03,04,05",Franklin,1010000,0,68,76,51,71,82,65,0,0,0,0,0,0,0,0,3.1,1.2,15.3,21.3,7.3,1.5,3.9,0.7,91.8,0.0,0.5,1.7,53.8,46.2,22.3,445.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010405,Horace Mann,Public School,Franklin,MA,"06,07,08",Franklin,1010000,0,0,0,0,0,0,0,153,157,156,0,0,0,0,0,4.7,0.0,12.9,17.2,5.6,1.3,7.7,2.1,86.9,0.2,0.0,1.7,47.2,52.8,21.5,466.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010013,J F Kennedy Memorial,Public School,Franklin,MA,"K,01,02,03,04,05",Franklin,1010000,0,54,63,55,53,63,72,0,0,0,0,0,0,0,0,5.6,1.7,13.6,20.6,7.2,0.8,7.8,2.8,86.1,0.0,0.6,1.9,51.7,48.3,19.1,381.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
1010010,Jefferson Elementary,Public School,Franklin,MA,"K,01,02,03,04,05",Franklin,1010000,0,33,51,63,57,64,61,0,0,0,0,0,0,0,0,4.3,1.8,15.5,20.4,4.9,2.4,7.9,1.2,86.6,0.0,0.6,1.2,54.7,45.3,16.0,368.0,30206614.0,73230.0,412.0,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24
