School Code,School Name,School Type,Town,State,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil
2010125,Thomas R Rodman,Public School,New Bedford,MA,"K,01,02,03,04,05",New Bedford,2010000,0,43,27,38,30,40,39,0,0,0,0,0,0,0,0,29.0,24.4,13.8,78.3,63.6,6.0,3.2,36.9,49.3,0.0,0.0,4.6,57.6,42.4,18.8,225.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71
2010510,Trinity Day Academy,Public School,New Bedford,MA,"06,07,08,09,10,11,12",New Bedford,2010000,0,0,0,0,0,0,0,3,8,9,13,17,10,3,0,22.2,12.7,93.7,100.0,84.1,7.9,0.0,41.3,46.0,1.6,0.0,3.2,68.3,31.7,8.4,71.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71
2010515,Whaling City Junior/Senior High School,Public School,New Bedford,MA,"06,07,08,09,10,11,12",New Bedford,2010000,0,0,0,0,0,0,0,1,6,15,26,24,27,11,0,24.5,6.4,27.3,88.2,85.5,22.7,0.9,41.8,26.4,0.0,0.0,8.2,73.6,26.4,7.7,111.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71
2010135,William H Taylor,Public School,New Bedford,MA,"K,01,02,03,04,05",New Bedford,2010000,0,43,44,47,39,27,31,0,0,0,0,0,0,0,0,16.0,14.7,13.0,66.2,57.6,7.4,0.0,17.7,67.5,0.0,0.0,7.4,48.9,51.1,20.8,236.0,62241552.0,73320.0,849.0,162843598.0,12564.2,12960.92,178411852.0,13572.9,13144.71
7280015,Swift River,Public School,New Salem,MA,"PK,K,01,02,03,04,05,06",New Salem-Wendell,7280000,31,17,18,17,21,20,21,24,0,0,0,0,0,0,0,0.6,0.0,17.8,45.0,37.9,0.0,1.2,4.7,88.2,0.0,0.0,5.9,51.5,48.5,20.1,167.0,569575.0,45204.0,13.0,2344159.6,151.8,15442.42,2395328.6,161.0,14877.82
2040030,Edward G. Molin Elementary School,Public School,Newburyport,MA,"04,05",Newburyport,2040000,0,0,0,0,0,146,185,0,0,0,0,0,0,0,0,3.6,0.9,19.6,26.0,6.9,2.1,2.7,2.7,90.6,0.0,0.0,1.8,51.4,48.6,22.6,366.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05
2040005,Francis T Bresnahan Elementary,Public School,Newburyport,MA,"PK,K,01,02,03",Newburyport,2040000,72,132,132,134,173,0,0,0,0,0,0,0,0,0,0,4.7,1.4,17.0,23.5,9.2,1.1,1.2,2.8,94.1,0.2,0.0,0.6,50.4,49.6,17.5,660.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05
2040505,Newburyport High,Public School,Newburyport,MA,"09,10,11,12",Newburyport,2040000,0,0,0,0,0,0,0,0,0,0,180,187,192,212,8,3.0,0.6,10.4,19.0,10.5,1.2,1.5,4.0,91.1,0.0,0.0,2.2,47.2,52.6,16.3,788.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05
2040305,Rupert A Nock Middle,Public School,Newburyport,MA,"06,07,08",Newburyport,2040000,0,0,0,0,0,0,0,188,163,191,0,0,0,0,0,2.4,0.6,14.4,20.1,7.7,0.4,1.5,1.5,94.6,0.0,0.0,2.0,53.9,46.1,19.2,520.0,14168338.0,78278.0,181.0,32063440.27,2340.1,13701.74,36564241.55,2581.3,14165.05
2070005,A E Angier,Public School,Waban,MA,"K,01,02,03,04,05",Newton,2070000,0,78,66,79,71,70,57,0,0,0,0,0,0,0,0,16.4,6.2,17.6,24.9,3.3,3.3,14.7,5.2,70.3,0.0,0.0,6.4,46.3,53.7,21.1,412.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070305,Bigelow Middle,Public School,Newton,MA,"06,07,08",Newton,2070000,0,0,0,0,0,0,0,178,184,163,0,0,0,0,0,25.3,5.5,21.9,35.4,11.6,5.9,15.0,9.7,61.9,0.8,0.2,6.5,48.8,51.2,18.6,521.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070015,Bowen,Public School,Newton Centre,MA,"K,01,02,03,04,05",Newton,2070000,0,60,61,60,95,68,73,0,0,0,0,0,0,0,0,35.7,13.2,13.7,34.5,10.3,6.7,28.8,4.6,54.2,0.2,0.0,5.5,52.3,47.7,19.1,447.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070020,C C Burr,Public School,Auburndale,MA,"K,01,02,03,04,05",Newton,2070000,0,48,68,74,80,62,70,0,0,0,0,0,0,0,0,22.4,11.2,15.7,29.1,7.0,3.5,20.4,10.9,59.5,0.2,0.0,5.5,51.0,49.0,20.8,420.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070025,Cabot,Public School,Newtonville,MA,"K,01,02,03,04,05",Newton,2070000,0,52,56,76,69,76,71,0,0,0,0,0,0,0,0,16.3,8.0,14.8,29.0,7.0,3.8,13.3,5.5,71.0,0.0,0.0,6.5,46.8,53.3,19.7,409.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070310,Charles E Brown Middle,Public School,Newton Centre,MA,"06,07,08",Newton,2070000,0,0,0,0,0,0,0,241,281,252,0,0,0,0,0,25.7,2.2,22.0,30.2,6.3,3.9,21.1,6.1,62.8,0.1,0.0,6.1,54.4,45.6,20.7,785.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070040,Countryside,Public School,Newton Highlands,MA,"K,01,02,03,04,05",Newton,2070000,0,63,77,81,66,73,76,0,0,0,0,0,0,0,0,36.9,17.2,19.0,43.1,10.8,3.7,22.7,7.8,58.0,0.2,0.0,7.6,47.5,52.5,20.0,454.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070315,F A Day Middle,Public School,Newtonville,MA,"06,07,08",Newton,2070000,0,0,0,0,0,0,0,309,316,294,0,0,0,0,0,17.2,3.5,18.3,29.1,9.4,6.5,13.6,7.9,64.6,0.2,0.0,7.1,53.9,46.1,19.7,947.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070055,Franklin,Public School,West Newton,MA,"K,01,02,03,04,05",Newton,2070000,0,79,67,89,77,64,70,0,0,0,0,0,0,0,0,15.9,6.7,16.6,29.8,8.5,3.4,12.6,8.7,70.6,0.2,0.0,4.5,45.7,54.3,19.5,423.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070075,Horace Mann,Public School,Newtonville,MA,"K,01,02,03,04,05",Newton,2070000,0,62,67,62,69,71,86,0,0,0,0,0,0,0,0,25.7,9.4,14.9,31.4,9.8,3.8,18.2,8.4,61.9,0.0,0.0,7.7,55.9,44.1,21.4,418.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070120,John Ward,Public School,Newton Centre,MA,"K,01,02,03,04,05",Newton,2070000,0,49,44,54,56,58,51,0,0,0,0,0,0,0,0,25.0,4.8,12.8,22.8,3.5,3.2,15.4,3.2,70.8,0.0,0.0,7.4,45.2,54.8,18.8,309.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070070,Lincoln-Eliot,Public School,Newton,MA,"K,01,02,03,04,05",Newton,2070000,0,62,55,57,63,51,58,0,0,0,0,0,0,0,0,35.3,19.4,22.0,50.3,20.8,8.7,17.3,13.9,54.6,0.0,0.0,5.5,48.6,51.4,18.8,345.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070080,Mason-Rice,Public School,Newton Centre,MA,"K,01,02,03,04,05",Newton,2070000,0,67,90,99,93,90,68,0,0,0,0,0,0,0,0,15.8,7.1,8.5,18.9,3.4,1.4,13.2,3.6,75.0,0.0,0.0,6.9,53.5,46.5,22.0,499.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070105,Memorial Spaulding,Public School,Newton Centre,MA,"K,01,02,03,04,05",Newton,2070000,0,71,84,85,74,72,68,0,0,0,0,0,0,0,0,41.9,13.4,17.0,37.4,8.4,2.6,25.6,7.0,58.6,0.0,0.0,6.2,52.0,48.0,21.6,463.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070108,Newton Early Childhood Center,Public School,Newton,MA,PK,Newton,2070000,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,0.0,68.9,72.0,13.0,5.7,24.9,9.3,51.3,0.0,0.0,8.8,64.2,35.8,22.3,282.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070505,Newton North High,Public School,Newtonville,MA,"09,10,11,12",Newton,2070000,0,0,0,0,0,0,0,0,0,0,521,537,559,479,30,17.5,2.7,24.6,32.1,10.4,5.0,14.3,9.3,66.4,0.2,0.1,4.7,49.9,50.1,15.9,2128.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070510,Newton South High,Public School,Newton Centre,MA,"09,10,11,12",Newton,2070000,0,0,0,0,0,0,0,0,0,0,483,458,459,451,0,25.9,3.5,17.8,28.4,8.8,5.9,19.6,6.1,64.1,0.1,0.0,4.3,50.9,49.1,13.9,1830.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070320,Oak Hill Middle,Public School,Newton Centre,MA,"06,07,08",Newton,2070000,0,0,0,0,0,0,0,233,189,217,0,0,0,0,0,29.1,7.4,19.7,33.6,10.2,5.0,22.1,6.4,58.8,0.2,0.0,7.5,45.4,54.6,17.2,612.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070100,Peirce,Public School,West Newton,MA,"K,01,02,03,04,05",Newton,2070000,0,38,42,60,44,53,62,0,0,0,0,0,0,0,0,10.7,6.4,12.4,23.1,5.7,4.3,19.1,8.7,60.9,0.0,0.7,6.4,51.2,48.8,20.3,316.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070115,Underwood,Public School,Newton Corner,MA,"K,01,02,03,04,05",Newton,2070000,0,47,44,65,48,55,54,0,0,0,0,0,0,0,0,24.0,10.2,12.1,32.3,12.8,3.8,17.9,11.8,63.6,0.0,0.0,2.9,47.6,52.4,18.4,323.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070125,Williams,Public School,Auburndale,MA,"K,01,02,03,04,05",Newton,2070000,0,44,65,44,43,58,39,0,0,0,0,0,0,0,0,31.1,10.9,12.6,30.0,5.8,3.1,25.6,9.9,57.0,0.3,0.0,4.1,56.7,43.3,20.5,299.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2070130,Zervas,Public School,Newtonville,MA,"K,01,02,03,04,05",Newton,2070000,0,65,56,57,57,55,47,0,0,0,0,0,0,0,0,21.4,13.9,12.2,30.6,9.8,4.7,18.1,5.0,64.4,0.3,0.3,7.1,52.2,47.8,19.2,319.0,80242396.0,75665.0,1061.0,214556729.0,12506.2,17156.03,229048527.0,12657.2,18096.3
2080005,Freeman-Kennedy School,Public School,Norfolk,MA,"03,04,05,06",Norfolk,2080000,0,0,0,0,142,109,125,119,0,0,0,0,0,0,0,1.4,0.6,14.9,19.6,6.1,1.4,1.6,3.6,90.1,0.0,0.0,3.2,53.7,46.3,22.4,478.0,5474468.0,81344.0,67.0,13029628.0,890.8,14626.88,13460339.0,903.5,14898.0
2080015,H Olive Day,Public School,Norfolk,MA,"PK,K,01,02",Norfolk,2080000,60,130,146,106,0,0,0,0,0,0,0,0,0,0,0,4.1,3.2,13.3,20.6,6.3,0.5,2.7,3.4,90.5,0.0,0.0,2.9,56.1,43.9,19.1,444.0,5474468.0,81344.0,67.0,13029628.0,890.8,14626.88,13460339.0,903.5,14898.0
9150705,Norfolk County Agricultural,Public School,Walpole,MA,"09,10,11,12",Norfolk County Agricultural,9150000,0,0,0,0,0,0,0,0,0,0,133,146,134,121,0,0.0,0.0,17.4,29.4,14.0,1.5,0.9,3.2,91.2,0.4,0.0,2.8,28.7,71.3,16.5,522.0,3261943.0,74644.0,44.0,10879726.58,485.9,22390.88,10879726.58,485.9,22390.88
2090035,Brayton,Public School,North Adams,MA,"PK,K,01,02,03,04,05,06,07",North Adams,2090000,119,29,27,32,35,43,33,43,28,0,0,0,0,0,0,0.5,0.3,29.3,71.5,64.5,2.6,0.3,7.2,82.8,0.0,0.0,7.2,50.1,49.9,15.7,423.0,7989448.0,62613.0,128.0,22778512.32,1469.7,15498.75,25859436.92,1659.4,15583.61
2090008,Colegrove Park Elementary,Public School,North Adams,MA,"K,01,02,03,04,05,06,07",North Adams,2090000,0,48,45,36,44,49,52,37,25,0,0,0,0,0,0,0.3,0.3,31.0,72.3,64.0,4.8,0.3,3.9,86.0,0.0,0.0,5.1,50.0,50.0,17.8,321.0,7989448.0,62613.0,128.0,22778512.32,1469.7,15498.75,25859436.92,1659.4,15583.61
2090505,Drury High,Public School,North Adams,MA,"08,09,10,11,12",North Adams,2090000,0,0,0,0,0,0,0,0,0,103,86,90,67,86,7,1.1,0.2,23.7,59.5,53.3,3.4,0.0,5.9,82.9,0.2,0.2,7.3,47.6,52.4,11.0,437.0,7989448.0,62613.0,128.0,22778512.32,1469.7,15498.75,25859436.92,1659.4,15583.61
2090015,Greylock,Public School,North Adams,MA,"K,01,02,03,04,05,06,07",North Adams,2090000,0,45,35,31,42,39,49,25,36,0,0,0,0,0,0,6.6,5.6,16.2,62.6,55.0,2.6,2.0,8.6,78.1,0.0,0.7,7.9,53.3,46.7,18.9,302.0,7989448.0,62613.0,128.0,22778512.32,1469.7,15498.75,25859436.92,1659.4,15583.61
2110018,Annie L Sargent School,Public School,North Andover,MA,"K,01,02,03,04,05",North Andover,2110000,0,92,81,97,94,92,96,0,0,0,0,0,0,0,0,6.7,0.4,12.0,17.0,5.8,1.6,6.7,4.5,82.4,0.7,0.0,4.0,51.8,48.2,22.1,525.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110001,Atkinson,Public School,North Andover,MA,"PK,K,01,02,03,04,05",North Andover,2110000,123,70,67,73,72,81,63,0,0,0,0,0,0,0,0,14.6,5.3,19.5,43.4,24.6,6.4,11.5,14.8,63.8,0.2,0.0,3.5,51.2,48.8,21.3,539.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110010,Franklin,Public School,North Andover,MA,"K,01,02,03,04,05",North Andover,2110000,0,71,74,81,77,74,100,0,0,0,0,0,0,0,0,8.0,1.7,15.9,23.1,6.9,1.7,13.4,6.7,74.8,0.6,0.0,2.7,55.6,44.4,24.0,502.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110015,Kittredge,Public School,North Andover,MA,"K,01,02,03,04,05",North Andover,2110000,0,47,42,51,50,53,53,0,0,0,0,0,0,0,0,4.7,1.7,13.5,20.9,9.5,3.0,6.4,6.4,79.4,0.0,0.7,4.1,55.4,44.6,24.8,294.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110505,North Andover High,Public School,North Andover,MA,"09,10,11,12",North Andover,2110000,0,0,0,0,0,0,0,0,0,0,315,388,362,326,0,6.7,0.5,10.9,19.0,10.8,3.2,6.9,7.3,80.4,0.2,0.4,1.6,46.3,53.7,18.6,1414.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110305,North Andover Middle,Public School,North Andover,MA,"06,07,08",North Andover,2110000,0,0,0,0,0,0,0,348,375,416,0,0,0,0,0,7.0,1.0,14.4,24.2,12.5,3.0,7.4,8.6,78.8,0.2,0.2,1.8,52.1,47.9,24.6,1149.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2110020,Thomson,Public School,North Andover,MA,"K,01,02,03,04,05",North Andover,2110000,0,62,64,55,73,53,55,0,0,0,0,0,0,0,0,11.3,7.2,14.1,38.4,24.0,3.3,5.8,16.9,69.6,0.0,0.0,4.4,49.2,50.8,23.9,330.0,22697411.0,77466.0,293.0,51508125.0,4764.6,10810.59,58686871.0,4868.3,12054.9
2120007,Amvet Boulevard,Public School,North Attleborough,MA,"K,01,02,03,04,05",North Attleborough,2120000,0,37,64,72,70,72,80,0,0,0,0,0,0,0,0,7.6,6.6,9.1,22.8,10.1,3.0,8.4,5.6,80.0,0.5,0.0,2.5,49.6,50.4,19.1,401.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120030,Community,Public School,North Attleborough,MA,"K,01,02,03,04,05",North Attleborough,2120000,0,60,58,49,60,60,50,0,0,0,0,0,0,0,0,11.9,9.2,27.9,59.9,39.8,7.4,3.6,7.1,72.4,0.3,0.0,9.2,52.8,47.2,13.2,314.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120010,Falls,Public School,North Attleborough,MA,"K,01,02,03,04,05",North Attleborough,2120000,0,24,58,45,45,64,46,0,0,0,0,0,0,0,0,5.0,2.1,12.8,27.0,16.7,2.8,4.6,5.0,83.3,0.0,0.4,3.9,52.5,47.5,15.0,270.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120013,Joseph W Martin Jr Elementary,Public School,North Attleborough,MA,"K,01,02,03,04,05",North Attleborough,2120000,0,119,87,91,110,136,140,0,0,0,0,0,0,0,0,6.6,3.1,15.8,26.5,12.4,2.8,5.9,2.8,84.0,0.0,0.3,4.2,49.6,50.4,24.6,709.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120505,North Attleboro High,Public School,North Attleborough,MA,"09,10,11,12",North Attleborough,2120000,0,0,0,0,0,0,0,0,0,0,284,290,308,271,10,5.3,1.5,12.0,22.1,12.4,2.8,5.7,4.6,84.8,0.4,0.1,1.7,49.5,50.5,16.9,1182.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120020,North Attleborough Early Learning Center,Public School,North Attleborough,MA,PK,North Attleborough,2120000,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0.0,15.4,31.6,22.1,4.4,13.2,2.9,69.9,1.5,0.7,7.4,56.6,43.4,12.2,158.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120305,North Attleborough Middle,Public School,North Attleborough,MA,"06,07,08",North Attleborough,2120000,0,0,0,0,0,0,0,342,372,359,0,0,0,0,0,5.5,2.3,14.4,26.3,13.5,2.2,6.0,4.2,84.1,0.3,0.1,3.2,52.5,47.5,20.3,1151.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2120015,Roosevelt Avenue,Public School,North Attleborough,MA,"K,01,02,03,04,05",North Attleborough,2120000,0,66,52,38,51,55,50,0,0,0,0,0,0,0,0,6.1,4.2,10.6,23.4,10.9,0.6,6.7,2.6,85.3,0.0,0.0,4.8,45.2,54.8,21.2,295.0,20924567.0,72079.0,290.0,49054819.38,4557.4,10763.77,52964675.28,4710.0,11245.15
2150015,North Brookfield Elementary,Public School,North Brookfield,MA,"PK,K,01,02,03,04,05,06",North Brookfield,2150000,23,44,35,35,46,48,53,45,0,0,0,0,0,0,0,0.0,0.0,12.5,42.9,35.9,0.6,0.0,3.6,91.8,0.0,0.0,4.0,58.4,41.6,21.0,331.0,3182071.0,71668.0,44.0,8033517.1,570.2,14088.95,9398864.82,703.9,13352.56
2150505,North Brookfield High,Public School,North Brookfield,MA,"07,08,09,10,11,12",North Brookfield,2150000,0,0,0,0,0,0,0,0,53,31,41,44,28,33,0,2.2,0.0,12.2,40.0,34.3,1.3,0.9,5.7,89.6,0.0,0.0,2.6,43.9,56.1,13.0,230.0,3182071.0,71668.0,44.0,8033517.1,570.2,14088.95,9398864.82,703.9,13352.56
7350010,Ashby Elementary,Public School,Ashby,MA,"K,01,02,03,04",North Middlesex,7350000,0,39,35,46,45,51,0,0,0,0,0,0,0,0,0,0.0,0.0,27.8,42.1,25.0,1.4,0.0,0.9,97.7,0.0,0.0,0.0,56.0,44.0,18.9,198.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350030,Hawthorne Brook,Public School,Townsend,MA,"05,06,07,08",North Middlesex,7350000,0,0,0,0,0,0,135,109,125,121,0,0,0,0,0,2.0,1.0,16.7,31.4,18.0,0.6,1.0,3.9,90.4,0.0,0.2,3.9,48.2,51.8,18.3,506.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350310,Nissitissit Middle School,Public School,Pepperell,MA,"05,06,07,08",North Middlesex,7350000,0,0,0,0,0,0,130,125,122,149,0,0,0,0,0,0.8,0.0,21.9,29.7,12.4,1.1,1.7,3.6,90.5,0.2,0.0,2.9,54.0,46.0,20.5,546.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350505,North Middlesex Regional,Public School,Townsend,MA,"09,10,11,12",North Middlesex,7350000,0,0,0,0,0,0,0,0,0,0,208,185,196,206,0,1.9,0.6,13.7,22.6,12.6,1.3,0.8,3.1,92.8,0.0,0.1,1.9,48.1,51.9,17.0,830.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350515,Peter Fitzpatrick School,Public School,Pepperell,MA,,North Middlesex,7350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,100.0,100.0,80.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,40.0,8.0,8.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350005,Spaulding Memorial,Public School,Townsend,MA,"K,01,02,03,04",North Middlesex,7350000,0,82,85,83,91,86,0,0,0,0,0,0,0,0,0,4.7,3.5,15.5,36.1,22.5,1.9,1.9,5.6,87.6,0.2,0.0,2.8,49.9,50.1,21.0,455.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350002,Squannacook Early Childhood Center,Public School,Townsend,MA,PK,North Middlesex,7350000,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,46.8,53.2,22.8,2.5,2.5,1.3,93.7,0.0,0.0,0.0,63.3,36.7,12.6,88.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
7350035,Varnum Brook,Public School,Pepperell,MA,"K,01,02,03,04",North Middlesex,7350000,0,95,107,107,116,138,0,0,0,0,0,0,0,0,0,0.2,0.0,20.1,34.6,19.4,2.1,0.7,4.4,87.7,0.2,0.0,4.8,53.1,46.9,21.8,579.0,16559494.0,64610.0,256.0,42239129.55,3269.8,12917.96,48391624.55,3516.4,13761.7
2170003,E Ethel Little School,Public School,North Reading,MA,"PK,K,01,02,03,04,05",North Reading,2170000,50,40,51,46,51,35,49,0,0,0,0,0,0,0,0,0.9,0.9,21.1,29.8,11.2,0.6,4.3,4.3,85.4,0.0,0.3,5.0,54.7,45.3,17.9,333.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48
2170010,J Turner Hood,Public School,North Reading,MA,"PK,K,01,02,03,04,05",North Reading,2170000,2,55,56,62,67,54,45,0,0,0,0,0,0,0,0,0.6,0.3,19.1,25.5,11.4,1.5,5.3,1.8,88.6,0.0,0.0,2.9,51.3,48.7,16.0,349.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48
2170005,L D Batchelder,Public School,North Reading,MA,"K,01,02,03,04,05",North Reading,2170000,0,64,79,67,80,89,67,0,0,0,0,0,0,0,0,0.7,0.4,11.4,16.4,5.4,0.2,3.4,4.5,89.5,0.0,0.0,2.5,48.4,51.6,22.7,463.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48
2170505,North Reading High,Public School,North Reading,MA,"09,10,11,12",North Reading,2170000,0,0,0,0,0,0,0,0,0,0,208,189,223,188,3,1.4,0.5,15.5,19.9,5.9,0.4,2.7,2.2,93.6,0.0,0.2,0.9,49.9,50.1,20.2,797.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48
2170305,North Reading Middle,Public School,North Reading,MA,"06,07,08",North Reading,2170000,0,0,0,0,0,0,0,191,185,200,0,0,0,0,0,1.2,0.5,20.0,25.5,5.9,0.7,2.8,2.1,91.1,0.0,0.2,3.1,49.3,50.7,17.8,611.0,14444287.0,73771.0,196.0,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48
2100005,Bridge Street,Public School,Northampton,MA,"PK,K,01,02,03,04,05",Northampton,2100000,37,47,39,35,32,39,37,0,0,0,0,0,0,0,0,15.0,12.0,25.9,54.9,33.8,2.6,6.0,17.7,64.3,0.8,0.0,8.6,55.6,44.4,17.1,300.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81
2100020,Jackson Street,Public School,Northampton,MA,"K,01,02,03,04,05",Northampton,2100000,0,59,52,62,62,53,42,0,0,0,0,0,0,0,0,19.1,8.5,13.3,38.8,27.3,6.1,6.7,20.3,57.0,0.0,0.0,10.0,46.7,53.3,18.9,316.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81
2100410,John F Kennedy Middle School,Public School,Florence,MA,"06,07,08",Northampton,2100000,0,0,0,0,0,0,0,210,220,208,0,0,0,0,0,7.8,2.7,23.0,40.3,27.0,2.7,2.4,16.8,72.3,0.3,0.0,5.6,48.6,51.4,12.3,605.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81
2100025,Leeds,Public School,Leeds,MA,"PK,K,01,02,03,04,05",Northampton,2100000,30,42,42,55,58,58,54,0,0,0,0,0,0,0,0,5.9,2.9,16.2,32.7,23.9,1.5,2.1,18.6,70.5,0.3,0.0,7.1,54.0,46.0,19.5,333.0,13058136.0,58980.0,221.0,36138824.0,2664.6,13562.57,41896329.0,2980.5,14056.81
